problem,problemimage,tools,solString,answer,gbd,drawing_image_name,user_id,problem_id,_id,correct_answer,stroke_count,created_at,label
"""Skriv en fjärdedel med siffror.""",,"{""total"":3,""element"":2,""line"":1}","""""","[""[1/4]""]",0.0,c0fd69a0-0aef-11f0-b23f-5db1a9018119.jpg,66c4afea46f3d01db3182113,63340f5626e86a001436cabe,67e51d72a426106948525a86,"[""[1/4]""]",3,2025-03-27 9:42:10,0.0
"""Beräkna.\n\n${\\Large \\frac{3}{6}}+ {\\Large \\frac{2}{6}}=$""",images/62d04575-fc1e-4ced-91a4-b142639ca3db.png,"{""total"":11,""element"":8,""line"":3}","""3+2=5\n6\n6\n6""","[""[5/6]""]",0.0,e25d4ea0-3fbd-11f0-9694-2dd71b2a44b8.jpg,67f612e35ebfe66df9a71bda,65573eab1a403bb624788bc9,683db51afdc7ee63df43a7c3,"[""[5/6]""]",11,2025-06-02 14:28:43,1.0
"""Beräkna.\n\n$80 \\cdot 90=$""",,"{""total"":17,""element"":4,""free"":4,""circle"":9}","""7200""","[""7200""]",0.0,d0a32410-9520-11f0-9a58-a7d07bc54a53.jpg,66b2dfd67798d45114c56a2c,655740deb45e02e6f4d01ce6,68ccf64e391fe74582c78624,"[""7200""]",17,2025-09-19 6:21:02,0.0
"""Skriv i blandad form. \n\n${\\Large{\\frac{9}{7}}}=$""",,"{""total"":5,""element"":1,""line"":1,""free"":3}","""""","[""1[2/7]""]",0.0,cbb95540-4526-11f0-bc26-f7ca2e0629b9.jpg,63c004690c0c53001f88e4ee,6683ac33a16d985ed62641b7,6846c8990b5e971e44f935a9,"[""1[2/7]""]",5,2025-06-09 11:42:18,0.0
"""$793 - 155=$""",images/798191aa-15a3-4b1c-9ef8-97f857603780.png,"{""total"":93,""tiles"":57,""element"":36}","""467o655edjdmcjgfxcngbfsvxc\nnhgjtsn538""","[""638""]",0.0,956be690-13aa-11f0-978d-eb1105047f20.jpg,6501f67e4fcbe126f97505d9,65816c3a8bbad6831e4f8d4e,67f3c2def207d691dad4b25d,"[""638""]",93,2025-04-07 12:19:43,0.0
"""Beräkna på det sätt du tycker är bäst. \n\n*Visa dina beräkningar.*\n\n$24{,}2 + 109{,}7 + 3{,}8 =$""",,"{""total"":20,""element"":13,""line"":7}","""109,724,23,8=137,7""","[""137,7""]",0.0,9c8be450-24f0-11f0-982f-81371fd0689e.jpg,67512116f3651f0e6a6f9200,61cc213d244f400019ef6d8f,6810bdcc8156a5fc99f2d3b8,"[""137,7""]",20,2025-04-29 11:53:49,1.0
"""Förläng bråket med $4$. \n\n${\\Large\\frac{2}{3}}=$""",,"{""total"":13,""element"":9,""line"":2,""free"":2}","""2×43×4\n812""","[""[8/[12]]""]",0.0,7756ae70-0328-11f0-8a20-15b264a36b72.jpg,67b323796f53d23eef3dd09e,638efd390dc054001560479f,67d8109ecf8b344c149de9a9,"[""[8/[12]]""]",13,2025-03-17 12:07:59,1.0
"""Skriv det binära talet $10010$ som ett naturligt tal.""",,"{""total"":20,""element"":18,""numberframe"":2}","""16842110010\n16+2=18""","[""18""]",0.0,628b3090-9a47-11f0-87b3-570272ca7a69.jpg,689c4df71aa74dd655101013,632d9e9ae6c285001303a847,68d59a807d0bd456d3044e55,"[""18""]",20,2025-09-25 19:39:44,1.0
"""Vad är rektangelns omkrets om alla rutor har sidlängden 1 cm?""",images/35369fff-c5fc-4a22-9160-81bc23d3a694.png,"{""total"":22,""element"":18,""free"":0,""line"":4}","""6cm\n4cm\nO=6+4+6+4=\n20""","[""O=20cm""]",0.0,ee1d21a0-24c1-11f0-99ee-f1087875512b.jpg,67e656737297c50442b04520,616689ee583f4f001cf130d8,68106f7b8156a5fc99d130f2,"[""20cm""]",22,2025-04-29 6:19:39,1.0
"""This cube has a volume of 1000 cm³.\n\nThe edge of another cube is twice as long. What is the volume of the other cube?\n✍️ Show how to solve the task.""",,"{""total"":13,""free"":5,""trianglesymmetrichorizontal"":1,""rectangle"":1,""element"":6}","""072216""","[""27cm^[3]""]",0.0,71641e80-0017-11f0-aa06-f317e28d78df.jpg,679a0b55fb3009f30e62be50,671b532c128d680b10505b9d,67d2eb917130008007d55dc6,"[""27cm^[3]""]",13,2025-03-13 14:28:34,0.0
"""Förenkla uttrycket. \n\n$7 - 2(x+2) + 3x=$""",,"{""total"":99,""element"":25,""free"":8,""highlight"":65,""trianglesymmetricvertical"":1,""text"":0}","""7-2(x+2)+3x=\n7-2x-4+3x=\n3+x""","[""x+3""]",0.0,5db250a0-f81a-11ef-a33c-ff4f12b1f3ea.jpg,66ba92d0906d3f75ecaa8ffb,6357cc0eaf1e38001491502e,67c5847f0dabb0c1c72ca1d4,"[""x+3""]",99,2025-03-03 10:29:20,1.0
"""Du växlar en tusenlapp. Hur många tjugokronorssedlar får du?""",,"{""total"":34,""free"":3,""image"":1,""highlight"":4,""element"":6,""line"":20}","""100020""","[""50""]",0.0,0343a800-36ed-11f0-8bfa-e7e6b2a58150.jpg,66c3087b30e60920b3f0e1ab,6336f8f726e86a00143e7b33,682eeab45895a9bcdcacf0fd,"[""50""]",34,2025-05-22 9:13:24,0.0
"""Tabellen visar Lejas vikt under hennes första levnadsår. Visa viktökningen i ett linjediagram. Avläs sedan ur ditt egna diagram hur mycket Leja vägde efter $5$ månader.""",images/81b673d8-b2e4-4021-9a70-58b9bcfc01bd.png,"{""total"":24,""line"":21,""element"":3}","""""","[""6500g""]",0.0,05a04af0-2fc1-11f0-af6c-2b9a3f6fa16a.jpg,66e18e07964e042d95a537b7,635169790d18400013e2ba96,6822e26ca28ca018acace834,"[""6500g""]",24,2025-05-13 6:10:52,0.0
"""En bulle kostar 7 kr. Karin har 50 kr.\n\nHur många bullar kan hon köpa?""",images/ac7f3caf-cc32-4e6f-aab6-d4af8e77318c.png,"{""total"":2,""element"":1,""image"":1,""trianglesymmetricvertical"":0,""trianglesymmetrichorizontal"":0,""circle"":0}","""""","[""7""]",0.0,0a8428b0-9aca-11f0-b471-ff8a98086270.jpg,64ff28694936f527d2a49bc4,6529864e49f220def325613f,68d675b47d49404526a3a465,"[""7""]",2,2025-09-26 11:15:00,0.0
"""Rita 2 gröna kulor och 6 blå kulor på ritytan. \n\nHur stor andel av kulorna du målat är gröna?""",,"{""total"":25,""element"":17,""circle"":8}","""1x1x1x1x1x1x1=1\n28""","[""[2/8]""]",0.0,dbfc62a0-1482-11f0-8ecd-5bca79500c57.jpg,660e97209ffacb8aed082440,65573e0e541c473c7b7524df,67f52db78711d9dc400d1657,"[""[2/8]""]",25,2025-04-08 14:07:52,1.0
"""Visa hur du löser uppgiften.\n\n$541 - 174 = $""",,"{""total"":23,""element"":20,""line"":2,""free"":1}","""541-174=367\nsvar:367""","[""367""]",0.0,42584530-872b-11f0-a05b-4bc8c09a1165.jpg,66c3d67ce593c070de2db3e5,63ee6212f972830013634b6f,68b58adf6942541f2610a1b1,"[""367""]",23,2025-09-01 12:00:32,1.0
"""Vilket tal fattas?""",,"{""total"":5,""element"":4,""partpartwhole"":1}","""20\n?\n5""","[""15""]",0.0,8031a930-393a-11f0-85a3-cf5656569bb4.jpg,67b2f36b01c2a45d1444a400,658c03e2500ebd5591e4bf2a,6832c7b3535f115dcf5eb360,"[""15""]",5,2025-05-25 7:33:07,0.0
"""Hur stor är ökningen i procent om det gamla priset var $200$ kr och det nya priset är $226$ kr?""",,"{""total"":2850,""free"":2,""image"":3,""circle"":1,""element"":2844}","""ASDFGHYJIKOPLOIUHYGTFDSAsdfghjklöiouytresplåö.ä.lkjiserdtfgyjikoöl´.äl,kjhgtfdrsea.ösadrtfgyhjikopljiyhgtfdrsdfgtyhjikoploiuyhgtfdrsasdfgtyhjikoplöälkjhygtfdsadfgädxcfvgfcdxcfvgbhjkjhgfcvgbhjklölkjhgfcdxcfvgbhnjkmlölkjhgfcdxfcvghjklöälkjhbgvhxdsfgtyhujioiuyhgtfdreswertyuicfghjkljhgfdgshbvhcdtbuiytuiytrctvybuinuvyctxrcrygfhhgfdxdfghj10hixdcfvgbhnjmk,ljnbhvgcfxji010101010100010000100100101010100101001010101010100101010011vcvbnjmknjbhvgcfvgbjnbd10101001010101001010100100100001010010101010100101010100vgbhjnbhvcvbnjhbgvcvgbhhvgc67876543212345678987654321234567898765432134567897652tfrdsfgyhygtfdrfgynjhnbvgcvgbh2143567654345678765432QGFDRTYHBVCFT6Y7UYHGBHhuYUIRIFROWEFUEFIJDFUIDOFGYDJEFRGHFJDWKEFRHDKEFJHDIIEJFTGURIJvbnjbhvgcxfvghjgfcgvhjkhgvcIRTGUJIUDRKOJRKOTGIYHGTFDRSRTFGYHJIKOPLKOJIYHGTFDRSIserdtfyguyftdsrdtfygufrdtfygCFVGBHJHGFDSADFTGYHJIGTFDSASDFGYHJIKJHGFDFGHJKJHGFDrsrdtfyguyftdrserdtfyguyftdrsGBHNJMK,LKMJNHBGVFCDXSDCFVGBHNJMKHGFDFGHJKLJHGVFCDKfdgfdsaftygftdrxdrftgyfcxdTFGYHJIKJHGFDSASDFGHJKLKJHGFDSDFGHJKLÖKJHGFCDXSCFVGB,ÖdxcfvcfxdzsxdcfvfcxdcfvgyfcxdfcgKLPOJIHGVFCDFGHJIGBVFCXDFVGHJIKOPKJIYHGFGHJIKOHcfgvfcxfghgfcxfghfcxcfghgfcxcUIUYHGTFDRSAEDRTFGYUIOPLKOJIYHGTFDRESWDRTFGYUIOPOYsdftgyhjikhgfdxszxdcfvghjkjhbgfdxszdxcfghjJKLKJHGFCDXSZDFGHJIKOPLKJHGFDXCSZDFGOcvbghnjhbgvcvgbhnjkjnbhvgcvbhnjkJHBGVFCDXZCDFVGHJKLKJNHBGVFCXDZXDCFGHJKLJHGFCDKdxfghjkjhgfcxdcfghujhgfcghjJKLÖLKJHGFDCXSZDFGHJIKLKJHGFDSDFGHJKJHGFDSDFGHJKLDFUsxdcfvgbhnjhgvcfxcvgbhjnhgfcxfGFDSDFGYHGFDFGHJKHGFDSADFGHJKJNHBGVFCDXSZDFGHJKLDxcvgbhjkhgfdxfgyhuiojhgfcxdfcgh,jkhbvGVFDSDFGYHJIKJHBGVCFXDZSDFGHJKLKJHGFDSZXDC,KfhjkjhgfdfghfgcdxcfgvhfcdxGBHNJMK,LKJHGVFCDSXDCFVGHJKJHGFCDXSDFGHJKLKJHGFCDXZSXKjsdfgbhnjmkl,kjhgfdszadxcfvgbhjklkjhgvfcdxzsdfghjihgfdxsdfghyjihgfcdxcfghjFVGHGVcvgbhgfcghgfcdxfgfcxdfgfcdfghvcfxcyvbhgfdsxcfvgbhnjbhgvfcdxfcvgbhjnhbgvcfdfguydlinghshjhsdjsjhdijeiudhiedhihidhhidghgtytfdqwertyuiopoiuhgfdsasdfghjkjhgfdsasdjsedrftgyhfgdfcgvhjihuyftcdxcftgyhijugfcdguhigfcxfcgyuhijhguyftdrtfyguhijhugcfhjfgygytfdrtfgyhftdrtfgyjhigytdrsdrftgyhijhguyftyguhijokihugyftgyuhijhguyftyguftydrtfgyhjiugytfdrseaAwsedrtfgyjhgcxzsedrtfyguhijhugyftdrsdtfgyhjkhgyfdxcgyuftcxxxdrcftvgyhjihytcrxzwsedrtfgyjiuytvcrxezwaesdrtfgyjhiuytfdrsedrtfgyjhihuyftdrtfudftgyuhijuytdrsaedrtfyguhijguyftdrserdtfyguhijhguyftdrtfgyhijhguyftdresrdtfgyiigggggesdrftgyuiuyftdrtfgyuhijuytfdrserdtfyguhijhuytdrserdtfyguhijuytfdrtfyguhiidrtfyghuytdrsrdftgyuiytfdrtfyguhihuytfdrtfgyhijokjiugyftyguhijokjihguyftyguhijdcegnwer6t7y87tdrsdtfyguiyftdrstfyguiyftdrtfyguiygftdrsxdcgvfyhtcfvyguhiuygftctfdftyguhijuytrxdzfctgyuhijhguyftcdxfctyguhijhguyftcxdcgyuhijohguycfxcghijokjihgjdftgyuhfdrftgyuygftyguiytfgyhijohguyfcgyuigyftcgyuhiougyfcgyuighuighfcuighcugfcfdyguhijudtfytdftfyguygcyugycgvhjbvhjioihbvhbjihvgcyuiughvhijojihbvjihvghijhvgu=tfgyughyftdxrtfgyutdrtfyguhijuytrxtfyguhijhguytcyguhijoihguyftfyguhijhugyftdrtu""","[""13%""]",0.0,f462dba0-0328-11f0-8cb7-478b9c7ecc6a.jpg,65ddec64aa4ca4a77835a10b,63a0334ac47225001391c93e,67d81170f0e3c4b4cffaba91,"[""13%""]",2850,2025-03-17 12:11:29,0.0
"""Om repet klipps enligt bild, hur många repbitar får man?""",images/b97a140d-3c7b-43d5-bc9d-b2011e2bd40b.png,"{""total"":3,""image"":1,""element"":1,""line"":1}","""""","[""7""]",0.0,ec015ed0-24c7-11f0-83d7-e184f409e956.jpg,6581a95ab08ad85a91841275,5ffd7f593c4ab33fdf5adacf,68107988036fd78c365ba937,"[""7""]",3,2025-04-29 7:02:33,0.0
"""Skriv talet i decimalform.\n\nfyra femtedelar $ = $""",,"{""total"":6,""rectangle"":1,""line"":4,""element"":1}","""""","[""0,8""]",0.0,c2c1cc80-9213-11f0-9a58-a7d07bc54a53.jpg,66e81bb94a28f2e3d24c8663,63217a93de72b1001371d35a,68c7d7e90468921263f83e45,"[""0,8""]",6,2025-09-15 9:10:02,0.0
"""Cassandra och Derya ska bo i Boris sommarstuga. \n\nVilka två geometriska geometriska figurer finns inte i bilden?""",,"{""total"":7,""element"":4,""circle"":2,""free"":1}","""2323""","[""Pentagon"",""Romb""]",0.0,0cba9190-3f81-11f0-8810-6f54f0cd01dc.jpg,65b3cf61b0cf13e938997016,68123616e5cfdaa8fd2a89f0,683d4f0a63cf2c05774206c1,"[""Romb"",""Pentagon""]",7,2025-06-02 7:13:15,0.0
"""Zacharias har ritat ut tre av hörnen i en rektangel $PQRS$ i koordinatsystemet.\n\nSkriv koordinaterna för punkt $S$.""",,"{""total"":5,""element"":2,""line"":3}","""""","[""1,4""]",0.0,08c134a0-25ea-11f0-aab0-05d97842bd72.jpg,656025a05460369c73729846,6670738b3a515ebc2599f278,681260433abc6dbfd7955f44,"[""(1,4)""]",5,2025-04-30 17:39:15,1.0
"""Lös ekvationen.\n\n$3x = 2x + 5$""",,"{""total"":58,""circle"":2,""line"":4,""free"":24,""element"":28}","""Detta\när\nBertil!\nHan\när\nJättefin!""","[""5.""]",0.0,53bf5130-105f-11f0-8e34-57bf027de1e7.jpg,64d373d92c12ab2b57a0fd92,657b115a51dee4a78bd30dd5,67ee3c1e0e86066954afaf91,"[""x=5""]",58,2025-04-03 7:43:26,0.0
"""Beräkna.\n\n${\\Large \\frac{3}{6}}+ {\\Large \\frac{2}{6}}=$""",images/62d04575-fc1e-4ced-91a4-b142639ca3db.png,"{""total"":6,""image"":2,""element"":3,""line"":1}","""=5\n6""","[""[5/6]""]",0.0,2450b430-0ae6-11f0-aa01-2178893a908b.jpg,647489050be25b001f7d49d7,65573eab1a403bb624788bc9,67e50d5143fca23baf968e15,"[""[5/6]""]",6,2025-03-27 8:33:22,1.0
"""Beräkna med överslagsräkning.\n\n$198{,}9+705{,}25-217{,}79$""",,"{""total"":22,""element"":20,""line"":2}","""200900+700-200=900700""","[""700""]",0.0,d9d6d730-0b45-11f0-8c59-01358326ec8f.jpg,6708649e64a0ee2f51c1416b,6331716fe57af500135f2c26,67e5ade40a11e8969925d2d7,"[""700""]",22,2025-03-27 19:58:29,1.0
"""Visa hur du löser uppgiften.\n\n$0{,}7 + 0{,}54 = $""",,"{""total"":13,""element"":10,""line"":1,""free"":2}","""10,7+0,54=124""","[""1,24""]",0.0,f9b338a0-fb37-11ef-8d35-357bf2b9aa05.jpg,66c3d6fbe593c070de2ddc1a,64d329c6f808a6ad31282aec,67cabeaa428406970df8e082,"[""1,24""]",13,2025-03-07 9:38:50,1.0
"""Hur stor andel är vit?""",images/7bc09386-2330-41d9-afcd-66dc7145b695.png,"{""total"":12,""free"":4,""circle"":1,""line"":2,""circledfraction"":1,""element"":4}","""1\n1\n2\n3""","[""${\\Large\\frac{3}{4}}$""]",0.0,c829d7a0-2f06-11f0-b538-edf864f1c2e1.jpg,66d17174aad6624c53ea372c,641c6fb26c6daf00134437d5,6821a9f6f4df3c95788c5319,"[""${\\Large\\frac{3}{4}}$""]",12,2025-05-12 7:57:43,1.0
"""Hur stor del av figuren är färgad?\n\n$3{,}5 \\hspace{0.5cm} 0{,}45 \\hspace{0.5cm} 0{,}6 \\hspace{0.5cm} 0{,}9$""",,"{""total"":38,""element"":2,""free"":1,""line"":34,""circle"":0,""rectangle"":1}","""""","[""$0{,}6$""]",0.0,2062ea00-9524-11f0-aba0-5f064fda0ac4.jpg,66b738f99f4aa17382b761c6,63eb4a53b7cf950013275739,68ccfbdc391fe74582c98560,"[""$0{,}6$""]",38,2025-09-19 6:44:44,1.0
"""Vilka koordinater har punkten $G$?""",,"{""total"":7,""element"":5,""line"":2}","""(1,-4)""","[""(1,-4)""]",0.0,0a5de480-fcf4-11ef-8412-b7869a436ea5.jpg,66ba88c7acf548936806afc9,6593fdcf05d1c2c7f64989f4,67cda7af14736e7c2eb0c53c,"[""(1,-4)""]",7,2025-03-09 14:37:35,1.0
"""Beräkna arean av en rektangel som har basen 4 dm och höjden 0.75 dm.""",,"{""total"":11,""element"":5,""rectangle"":1,""free"":5}","""...\n..""","[""3""]",0.0,f2e2a6a0-1473-11f0-93e1-e5e56263bccd.jpg,65015429d8be06f52e3914e3,65607ab0acdcfdee99ec86f9,67f514b374bcf2a74d40879a,"[""3dm^[2]""]",11,2025-04-08 12:21:08,0.0
"""Vad är $15\\%$ av 300?\n\n$\\quad n=15\\% \\cdot 300$\n\n$\\quad n=0.15 \\cdot 300=$""",,"{""total"":35,""element"":16,""line"":12,""circle"":1,""free"":6}","""15100006r10=15100""","[""45""]",0.0,c7054fa0-4511-11f0-ad39-af66eb901767.jpg,683978b3da0de61c703fde3c,671b50bf4ecaa9fe15ef8853,6846a5569e1e936732882a02,"[""45""]",35,2025-06-09 9:11:51,0.0
"""Vilket fattas i talföljden?\n\n$1,4,7,10,\\underline{\\hspace{0.5cm}}$""",,"{""total"":14,""element"":12,""circle"":2,""free"":0}","""3\nhopp\n10+3=13""","[""13""]",0.0,f27e2810-2e54-11f0-b326-89f2a0c5e8e7.jpg,66ba2c5b2b1c87684210aed7,658c02dd500ebd5591e49e09,68207f9b2623002689c011b1,"[""13""]",14,2025-05-11 10:44:43,1.0
"""Med hjälp av klossar kan du bygga en trappa. Bilderna visar hur trappan ser ut om den har ett trappsteg, två trappsteg och tre trappsteg. \n\nHur många klossar behöver du för att bygga en trappa med tio trappsteg?""",images/179a4f90-c8b4-4023-8a23-0a531cc0f67f.png,"{""total"":50,""element"":7,""line"":43,""circle"":0}","""55\nblock""","[""55""]",0.0,586a4bc0-91fd-11f0-8836-9d7b4c6a2fc6.jpg,66c3194c2ee38fcd3fde3a2d,62ff944f47e61c00137b3b2e,68c7b24e0468921263edeb6f,"[""55""]",50,2025-09-15 6:29:35,1.0
"""Leo delar upp sina fotbollskort i 4 pärmar. Det blir 78 kort i varje pärm. Hur många kort har han? \n\n*Visa hur du löser uppgiften.*""",images/83b986f6-056d-4532-a710-57e00700c61e.png,"{""total"":322,""element"":8,""image"":17,""highlight"":122,""free"":152,""circle"":9,""trianglesymmetricvertical"":5,""line"":8,""rectangle"":1,""text"":0}","""4×78=272""","[""312""]",0.0,90668780-0e01-11f0-8eed-d586796e9f5a.jpg,66cd83d90c26e7b4043e9034,5c6306eecd8e12f1a7804f90,67ea43d1e785fc88c5af1d79,"[""312""]",322,2025-03-31 7:27:13,0.0
"""Jennie förhandlar om sin månadspeng. Hon tycker att månadspengen har ökat alldeles för lite. Hennes föräldrar tycker att den har ökat mycket.\n\nGör ett linjediagram som Jennies föräldrar kan använda för att visa för Jennie att månadspengen har ökat mycket.\n\nHur stor skulle månadspengen vara år 2016 om den ökade i samma takt som året innan?""",images/7a15f520-d259-4296-ab35-c73a352aa54c.png,"{""total"":3,""element"":1,""line"":2}","""""","[""Klar""]",0.0,5196b720-37b7-11f0-8bfa-e7e6b2a58150.jpg,62f36760e622ed0020de1974,63a413a96bded90014cd12f8,68303e1d5895a9bcdce6c3e8,"[""Klar""]",3,2025-05-23 9:21:34,0.0
"""En linje som beskriver ett proportionellt förhållande går genom punkterna $(2,6)$ och $(6,18)$. Rita linjen i koordinatsystemet, och svara sedan med vad proportionalitetskonstanten är.""",,"{""total"":7,""element"":2,""line"":5}","""""","[""3""]",0.0,6bc77140-fe7b-11ef-a85d-f79c3d7bb2bf.jpg,66d9c2df4e10ad29bad2888d,657992dbbc2367ffee3a05fe,67d0384f0ec72d56861e3db3,"[""3""]",7,2025-03-11 13:19:12,0.0
"""Beräkna rektangelns area. Sidornas längder är $5$ cm och $2$ cm.""",images/ba83ad8c-0537-4d5e-bee0-5f0e6bf0f7fa.png,"{""total"":7,""rectangle"":1,""element"":6}","""5×2=10""","[""10cm^[2]""]",0.0,86daa910-298d-11f0-a602-690639169a53.jpg,679c8153768cb3768b673099,632b49d5f63f0000140d5f0e,68187b0bacb6b15dd5d67e92,"[""10cm^[2]""]",7,2025-05-05 8:47:08,1.0
"""Skriv talet $\\Large\\frac{11}{6}$ i blandad, enklaste form.""",,"{""total"":25,""element"":6,""circle"":2,""free"":11,""line"":6}","""1\n56\n516""","[""1[5/6]""]",0.0,86a27830-3237-11f0-a0d9-c766a6ca5ce9.jpg,651e6a56fdf1753effc62257,604e575d38263cc3ad30ceba,6827043b9053d3e33f803b18,"[""1[5/6]""]",25,2025-05-16 9:24:11,1.0
"""Vilken siffra är tiondelssiffra i talet $0{,}245$?""",,"{""total"":15,""element"":4,""free"":0,""line"":11}","""0,245""","[""2""]",0.0,2704fa50-9926-11f0-adaa-1de62e46866f.jpg,65368ac02ebaf190e0f0574d,641d72c08ba9af00120b3de3,68d3b53f7d0bd456d3bbdd92,"[""2""]",15,2025-09-24 9:09:19,1.0
"""${\\Large\\frac{4}{9}}+{\\Large\\frac{2}{3}}=$""",,"{""total"":52,""element"":14,""partpartwhole"":1,""free"":29,""numberframepoint"":3,""circle"":5}","""429+3\n46=109+99""","[""[[10]/9]""]",0.0,d7686250-3491-11f0-8bfa-e7e6b2a58150.jpg,6630d126cb43f16b04427293,635f8bf88313ec0013633311,682af6bf4a8cfdabc52e6936,"[""1[1/9]""]",52,2025-05-19 9:15:44,1.0
"""Beräkna.\n\n $9 \\cdot  2=$""",,"{""total"":88,""highlight"":1,""numberline"":86,""element"":1}",""".""","[""18""]",0.0,872157b0-0fb2-11f0-a2e9-abd236092e10.jpg,66ba94b2d1a9412eae21b85d,6581aa87c655a8fb4645be97,67ed1a3514581e463185d725,"[""18""]",88,2025-04-02 11:06:30,0.0
"""Hur många grader är vinkeln? Välj rätt alternativ.""",,"{""total"":8,""element"":6,""image"":1,""protractor"":1}","""vkfojo""","[""120°""]",0.0,d3320ae0-0329-11f0-a6aa-81ed6c502eee.jpg,66b734fd37c07e1e6330e69e,6335def2b831fb00133520d2,67d812e6e9bedec698bde6ff,"[""120°""]",8,2025-03-17 12:17:42,0.0
"""Mät vinkeln. Gradtalet ska sluta på 0 eller 5. Använd gradskivan bland verktygen.""",,"{""total"":2,""element"":1,""protractor"":1}","""""","[""25""]",0.0,c1b6c960-3482-11f0-a705-df4bc4e91aae.jpg,66ba982b83f4f1520de28981,6790e8be27b7ed119132ce6d,682add71903734921feba54e,"[""25°""]",2,2025-05-19 7:27:45,0.0
"""Använd huvudräkning och skriv bara svaret.\n\n$150-70=$""",,"{""total"":48,""tiles"":38,""free"":1,""element"":8,""line"":1}","""150-70=80""","[""80""]",0.0,74faa000-97a7-11f0-87b3-570272ca7a69.jpg,68bac1e02713b478d1d8c064,63ef4aab48814e0013010c2b,68d133308814f7f47f8f7ec6,"[""80""]",48,2025-09-22 11:29:53,0.0
"""I en fruktskål finns 9 päron. Allan tar $\\Large\\frac{1}{3}$ av alla päron. Sedan tar Bertil hälften av päronen som finns kvar. \n\nHur många päron finns kvar efter det?""",,"{""total"":4,""circledfraction"":1,""element"":3}","""""","[""3""]",0.0,5f5ddd20-8d5c-11f0-b16d-d3af078c8431.jpg,66b2dda0bc116c259ee45ad8,65573e0e1a403bb624788572,68bfee402686dc94b9da9cb8,"[""3""]",4,2025-09-09 9:07:13,0.0
"""$3 \\cdot 0{,}6=$""",,"{""total"":11,""element"":7,""free"":2,""circle"":1,""highlight"":1}","""iuöearg""","[""1,8""]",0.0,234a26c0-8a34-11f0-94a4-13d3caf872b5.jpg,65117bbbbfa7d70b8580fc49,632c20f4a9fe370013b63f8c,68baa242fbdb2875b42db828,"[""1,8""]",11,2025-09-05 8:41:39,0.0
"""Beräkna.\n\n $36 - 14=$""",,"{""total"":28,""coins"":1,""element"":27}","""222222222222222222222222222""","[""22""]",0.0,39f1c1e0-8966-11f0-8c25-3f016c25c307.jpg,651bbb6b0f2cc98bc54c144c,654a0e5b5dece7154e527b51,68b948ccaf650b828ba8bed3,"[""22""]",28,2025-09-04 8:07:40,0.0
"""Jennie förhandlar om sin månadspeng. Hon tycker att månadspengen har ökat alldeles för lite. Hennes föräldrar tycker att den har ökat mycket.\n\nBeskriv hur du har gjort för att få diagrammen att se olika ut.\n\nOm månadspengen fortsätter att öka lika mycket som mellan 2013 och 2014, hur mycket får Jennie då 2016?""",images/7a15f520-d259-4296-ab35-c73a352aa54c.png,"{""total"":70,""line"":0,""free"":0,""element"":70}","""jagså\nsepparerademerpåårenochattdeserutsomattdetär\npåpengensåmerurdraget""","[""Klar""]",0.0,3983b240-318c-11f0-a0d9-c766a6ca5ce9.jpg,62bef16ccde5e5001f0dbf6f,63a413e26bded90014cd1425,6825e4d52623002689c33583,"[""Klar""]",70,2025-05-15 12:57:58,0.0
"""Tea tog $9$ jordgubbar. Sedan tog hon $8$ till. \n\nHur många jordgubbar har hon nu?""",images/96ac0831-372a-4c99-8460-5cf74582ac17.png,"{""total"":10,""free"":4,""placevaluechart"":1,""element"":5}","""+64yr""","[""17""]",0.0,74627660-920f-11f0-9a58-a7d07bc54a53.jpg,66c309ecc088da44892d7ee8,6582d3165f61a6e4899a1c9f,68c7d0b08e7b4f8f77cc4fcc,"[""17""]",10,2025-09-15 8:39:13,0.0
"""Beräkna.\n\n${\\Large\\frac{10}{8}}=$""",,"{""total"":35,""free"":0,""line"":7,""element"":28}","""01,2581000-010-8020-1640-40=00""","[""1,25""]",0.0,65ced2d0-309c-11f0-93f2-d19319459d45.jpg,64d5adbaa547d69307815988,655741ba8ce1ab2bc71e05b0,682452792623002689640252,"[""1,25""]",35,2025-05-14 8:21:13,1.0
"""Diametern är $4$ cm. Beräkna omkretsen. Använd att $\\pi$ är ungefär lika med $3$.""",images/6df3d1dc-5e8f-4f5a-bf89-3c6a7bfe3988.png,"{""total"":96,""image"":11,""free"":55,""trianglesymmetricvertical"":1,""rectangle"":1,""line"":4,""triangleright"":2,""circle"":1,""highlight"":1,""element"":20}","""111\n111\n\n\n%%%%%%%//\n%%%%""","[""12""]",0.0,dbb72df0-ff26-11ef-a1ac-250ef625834a.jpg,64119ab44d587e001f8b3745,632a16bf7618950013918dad,67d157ef9af38f44ab061d14,"[""12cm""]",96,2025-03-12 9:46:23,0.0
"""Beräkna.\n\n$483+781=$""",,"{""total"":76,""image"":4,""free"":26,""element"":45,""triangleright"":1}","""----------wyg9huq-----------min-kod----------""","[""1264""]",0.0,c6bac530-4529-11f0-bc26-f7ca2e0629b9.jpg,65b8c3b9849ecafe7d7c712d,654a0d1996b75c2451f815bd,6846cd9a77ede479883de645,"[""1264""]",76,2025-06-09 12:03:38,0.0
